name,card_id,rare
青眼の究極竜,P3-01,Super
青眼の究極竜,P3-01,Parallel
メテオ・ブラック・ドラゴン,P3-02,Super
メテオ・ブラック・ドラゴン,P3-02,Parallel
ファイヤー・ウイング・ペガサス,P3-03,Super
ファイヤー・ウイング・ペガサス,P3-03,Parallel
トライホーン・ドラゴン,P3-04,Super
トライホーン・ドラゴン,P3-04,Parallel
千年原人,P3-05,Super
千年原人,P3-05,Parallel
エビルナイト・ドラゴン,P3-06,Super
エビルナイト・ドラゴン,P3-06,Parallel
マジシャン・オブ・ブラックカオス,P3-07,Super
マジシャン・オブ・ブラックカオス,P3-07,Parallel
ゲート・ガーディアン,P3-08,Super
ゲート・ガーディアン,P3-08,Parallel
メテオ・ドラゴン,P3-09,Super
メテオ・ドラゴン,P3-09,Parallel
カオス－黒魔術の儀式,P3-10,Super
カオス－黒魔術の儀式,P3-10,Parallel
